,Token,Distance,Model,Color,Price,Motor,Body,Structure,Insurance
722,AZHqYoEv,۲۰٬۰۰۰,۱۴۰۰,سفید,۴۵۰٬۰۰۰٬۰۰۰ تومان,سالم,صافکاری بی‌رنگ,سالم و پلمپ,۸ ماه
723,AZHqyIKM,۳۰۰٬۰۰۰,۱۳۸۹,سفید,۲۵۵٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی,سالم و پلمپ,۱۲ ماه
724,AZHuj_YN,۶٬۲۰۰,۱۴۰۰,مشکی,۴۷۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۱ ماه
725,AZHujqgs,۲۶۰٬۰۰۰,۱۳۸۸,سفید,۲۵۰٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی,سالم و پلمپ,
726,AZHyGxmK,۸۳٬۰۰۰,۱۳۸۹,سفید,۳۴۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۶ ماه
727,AZHyiiDf,۳۵۰٬۰۰۰,۱۳۸۲,قرمز,۱۷۹٬۰۰۰٬۰۰۰ تومان,سالم,دوررنگ,سالم و پلمپ,۷ ماه
728,AZHyijvj,۵۵٬۰۰۰,۱۴۰۰,سفید,۴۲۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۹ ماه
729,AZHyxsr3,۲۲۹٬۰۰۰,۱۳۸۸,سفید,۲۷۳٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۱ ماه
730,AZI-2Xeh,۱۹۸٬۰۰۰,۱۳۸۶,نقره‌ای,۲۴۰٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۹ ماه
731,AZI-IRey,۴۰٬۰۰۰,۱۳۹۸,خاکستری,۳۸۵٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی,سالم و پلمپ,۷ ماه
732,AZI-ZM56,۱۶٬۰۰۰,۱۴۰۱,سفید صدفی,۴۸۲٬۲۲۲٬۲۲۲ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۱۲ ماه
733,AZI-iLvj,۲۴۰٬۰۰۰,۱۳۸۵,نقره‌ای,۲۴۰٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۵ ماه
734,AZI2E4QQ,۳۰٬۰۰۰,۱۴۰۱,مشکی,۴۸۰٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۱۲ ماه
735,AZI2htym,۳۲۰٬۰۰۰,۱۳۹۴,سفید صدفی,۳۱۸٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۱۰ ماه
736,AZI2iS6L,۳۰۰٬۰۰۰,۱۳۸۱,سفید,۱۷۳٬۰۰۰٬۰۰۰ تومان,سالم,تمام‌رنگ,سالم و پلمپ,۶ ماه
737,AZI2z9Ay,۱۷۵٬۰۰۰,۱۳۸۹,نقره‌ای,۲۵۰٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۶ ماه
738,AZI60Ezn,۱۸۸٬۰۰۰,۱۳۸۴,خاکستری,۱۹۵٬۰۰۰٬۰۰۰ تومان,سالم,دوررنگ,سالم و پلمپ,۴ ماه
739,AZI6L8fl,۴۲٬۰۰۰,۱۳۹۸,سفید,۴۰۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۸ ماه
740,AZI6j6qx,۲۸۰٬۰۰۰,۱۳۸۳,مشکی,۲۰۸٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی، در ۲ ناحیه,سالم و پلمپ,۱۲ ماه
741,AZI6k5eM,۱۸٬۰۰۰,۱۳۹۹,سفید صدفی,۴۴۸٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۳ ماه
742,AZI6osd4,۵۵٬۰۰۰,۱۳۹۸,سفید,۳۹۹٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی,سالم و پلمپ,۶ ماه
743,AZIC3Fjr,۴۲٬۹۰۰,۱۳۹۹,سفید صدفی,۴۱۶٬۰۰۰٬۰۰۰ تومان,سالم,صافکاری بی‌رنگ,سالم و پلمپ,۶ ماه
744,AZIC55K5,۱۵۱٬۰۰۰,۱۳۹۵,سفید,۳۳۵٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۶ ماه
745,AZIC8uqs,۴۰٬۰۰۰,۱۳۹۸,سفید,۲۳۰٬۰۰۰٬۰۰۰ تومان,سالم,تصادفی,سالم و پلمپ,۱۰ ماه
746,AZICLAZW,۳۰۰٬۰۰۰,۱۳۸۹,سفید,۲۵۰٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی,سالم و پلمپ,۳ ماه
747,AZICLe07,۱۹۰٬۰۰۰,۱۳۸۸,خاکستری,۲۴۵٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی,سالم و پلمپ,۷ ماه
748,AZICZ8rU,۲۲۰٬۰۰۰,۱۳۹۰,خاکستری,۲۸۰٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی,سالم و پلمپ,۶ ماه
749,AZICcTAF,۴۱٬۰۰۰,۱۳۹۹,آبی,۴۰۵٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۶ ماه
750,AZICgOAr,۲۴۰٬۰۰۰,۱۳۸۹,نوک‌مدادی,۲۵۵٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,
751,AZICzfBF,۴۸۱٬۰۰۰,۱۳۸۲,نقره‌ای,۲۲۵٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۱۰ ماه
752,AZIG68ZP,۲۰۵٬۰۰۰,۱۳۹۷,سفید,۳۹۰٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۹ ماه
753,AZIGE-kq,۱۱۸٬۰۰۰,۱۳۸۵,نقره‌ای,۲۵۵٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی,سالم و پلمپ,۱۱ ماه
754,AZIGdocB,۴۵٬۰۰۰,۱۳۹۸,سفید,۴۴۰٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی,سالم و پلمپ,۸ ماه
755,AZIGhSwI,۱۸۴٬۰۰۰,۱۳۹۱,سفید,۲۷۰٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۲ ماه
756,AZIGjIXu,۱۰۰٬۰۰۰,۱۳۹۶,بادمجانی,۳۴۸٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۷ ماه
757,AZIGo4Ib,۷۰٬۰۰۰,۱۳۹۵,سفید,۳۷۰٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۶ ماه
758,AZIGz4oW,۲۳٬۹۰۰,۱۴۰۱,سفید صدفی,۴۴۰٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۲ ماه
759,AZIKTRyV,۲۳۷٬۰۰۰,۱۳۸۵,نقره‌ای,۳۰۰٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۷ ماه
760,AZIKiM6f,۲۷۵٬۰۰۰,۱۳۸۸,سفید,۲۷۵٬۰۰۰٬۰۰۰ تومان,سالم,دوررنگ,سالم و پلمپ,۱۲ ماه
761,AZIKsNU3,۴۱۷٬۴۶۱,۱۳۸۳,مشکی,۲۰۰٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی,سالم و پلمپ,۱۲ ماه
762,AZIO0qCB,۸٬۳۰۰,۱۴۰۰,نوک‌مدادی,۴۷۵٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۵ ماه
763,AZIOH0NA,۳۰۰٬۰۰۰,۱۳۸۲,مشکی,۲۱۵٬۰۰۰٬۰۰۰ تومان,سالم,دوررنگ,سالم و پلمپ,۱۲ ماه
764,AZIOJLnI,۲۳۵٬۰۰۰,۱۳۸۳,مشکی,۲۱۸٬۰۰۰٬۰۰۰ تومان,سالم,دوررنگ,سالم و پلمپ,۶ ماه
765,AZIS13Aj,۸۰٬۰۰۰,۱۳۹۶,سفید,۳۲۵٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی,سالم و پلمپ,۵ ماه
766,AZIS1tlu,۱۶۵٬۰۰۰,۱۳۸۲,نقره‌ای,۱۹۵٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی,سالم و پلمپ,۹ ماه
767,AZIS6xbn,۴۱۰٬۰۰۰,۱۳۸۲,نقره‌ای,۱۸۵٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۱۰ ماه
768,AZISBHTv,۶۰٬۰۰۰,۱۳۹۸,خاکستری,۴۲۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۸ ماه
769,AZISCMko,۲۳۷٬۰۰۰,۱۳۸۹,سفید,۲۷۵٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی,سالم و پلمپ,۱ ماه
770,AZISCjyE,۰,۱۴۰۱,سفید,۵۰۵٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۱۲ ماه
771,AZISWPEH,۵۰٬۰۰۰,۱۳۹۹,خاکستری,۴۳۵٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۸ ماه
772,AZISXxYI,۱۹٬۰۰۰,۱۴۰۰,سفید,۴۶۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۶ ماه
773,AZISYj1_,۲۰۵٬۰۰۰,۱۳۸۹,سفید,۳۱۰٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۱۲ ماه
774,AZISiAx7,۲۵٬۰۰۰,۱۴۰۱,سفید,۴۹۵٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۱۲ ماه
775,AZIWCHwn,۱۹۰٬۰۰۰,۱۳۸۷,خاکستری,۲۴۵٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی، در ۲ ناحیه,سالم و پلمپ,۴ ماه
776,AZIWGQsi,۲۵۹٬۰۰۰,۱۳۸۴,نقره‌ای,۲۱۲٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی,سالم و پلمپ,۱۱ ماه
777,AZIWUh2o,۷۹٬۰۰۰,۱۳۹۷,سفید,۳۸۲٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۶ ماه
778,AZIWkXDK,۲۳۵٬۰۰۰,۱۳۹۰,خاکستری,۲۳۵٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی,سالم و پلمپ,۵ ماه
779,AZIWo-Yh,۳۴۰٬۰۰۰,۱۳۸۰,یشمی,۱۵۰٬۰۰۰٬۰۰۰ تومان,تعویض شده,دوررنگ,ضربه‌خورده,۱۱ ماه
780,AZIWwMQw,۱۷۰٬۰۰۰,۱۳۸۹,سفید,۲۵۰٬۰۰۰٬۰۰۰ تومان,سالم,دوررنگ,سالم و پلمپ,۱۲ ماه
781,AZIWzShv,۲۵۰٬۰۰۰,۱۳۸۳,نقره‌ای,۱۹۰٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی,سالم و پلمپ,۶ ماه
782,AZIa63s8,۳۰۸٬۰۰۰,۱۳۸۹,سفید,۲۶۰٬۰۰۰٬۰۰۰ تومان,سالم,دوررنگ,سالم و پلمپ,۱۰ ماه
783,AZIaYehZ,۹۹٬۰۰۰,۱۳۹۹,سفید,۴۲۷٬۵۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۶ ماه
784,AZIaguoe,۲۴۰٬۰۰۰,۱۳۹۰,سفید,۲۸۵٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی,,۱۲ ماه
785,AZIahJ_2,۵۴٬۰۰۰,۱۳۹۶,خاکستری,۳۷۸٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۶ ماه
786,AZIe0Sbr,۳۷٬۰۰۰,۱۳۹۹,سفید,۴۴۰٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی، در ۲ ناحیه,سالم و پلمپ,۱۲ ماه
787,AZIeGg4X,۳۴۴٬۰۰۰,۱۳۸۵,خاکستری,۱۹۷٬۰۰۰٬۰۰۰ تومان,سالم,دوررنگ,سالم و پلمپ,۱۲ ماه
788,AZIewv0K,۳۳۵٬۰۰۰,۱۳۸۴,نقره‌ای,۱۹۵٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,
789,AZIexv3o,۲۵۵٬۰۰۰,۱۳۸۹,خاکستری,۲۶۰٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی,سالم و پلمپ,۸ ماه
790,AZIi0Ixa,۷۵٬۳۰۰,۱۳۹۷,نوک‌مدادی,۴۴۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۱۲ ماه
791,AZIiBM0z,۲۵۰٬۰۰۰,۱۳۸۲,نقره‌ای,۱۷۵٬۰۰۰٬۰۰۰ تومان,سالم,دوررنگ,سالم و پلمپ,۱۲ ماه
792,AZIiR2z_,۳٬۳۲۸,۱۳۸۷,خاکستری,۲۵۵٬۰۰۰٬۰۰۰ تومان,سالم,دوررنگ,سالم و پلمپ,۴ ماه
793,AZIiSgnx,۳۶۲٬۰۰۰,۱۳۸۵,نوک‌مدادی,۲۳۰٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی,سالم و پلمپ,۲ ماه
794,AZIiTlvZ,۱۱۰٬۰۰۰,۱۳۹۶,سفید,۳۵۸٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۴ ماه
795,AZIi_925,۳۰۰٬۰۰۰,۱۳۸۲,یشمی,۱۷۵٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی,سالم و پلمپ,۷ ماه
796,AZIiiSD4,۳۵٬۰۰۰,۱۴۰۰,سفید,۴۴۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۶ ماه
797,AZImUjPZ,۲۱۱٬۵۰۰,۱۳۸۲,یشمی,۱۹۵٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی، در ۲ ناحیه,سالم و پلمپ,
798,AZImgQh-,۰,۱۴۰۱,سفید,۱۱٬۱۱۱٬۱۱۱ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,
799,AZImnQ1X,۲۶۰٬۰۰۰,۱۳۹۰,سفید,۲۵۰٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی,سالم و پلمپ,۹ ماه
800,AZImz9qZ,۲۸۰٬۰۰۰,۱۳۸۹,سفید,۳۰۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۱۰ ماه
801,AZIq5LNO,۳۸۲٬۰۰۰,۱۳۸۱,سفید,۱۸۰٬۰۰۰٬۰۰۰ تومان,سالم,تمام‌رنگ,ضربه‌خورده,۱۲ ماه
802,AZIqSGPK,۲۱۶٬۰۰۰,۱۳۸۷,نقره‌ای,۲۳۰٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی,سالم و پلمپ,۱۱ ماه
803,AZIqjSUN,۱۶۳٬۰۰۰,۱۳۸۸,خاکستری,۲۹۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۱۰ ماه
804,AZIu19ju,۳۶۵٬۰۰۰,۱۳۹۶,سفید,۳۵۰٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی,سالم و پلمپ,۵ ماه
805,AZIuAoiW,۳۸٬۰۰۰,۱۳۹۹,خاکستری,۴۳۵٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,,۱۲ ماه
806,AZIuKEhL,۳۷٬۰۰۰,۱۳۹۹,سفید,۴۳۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۱۱ ماه
807,AZIuZ2bR,۱۴۸٬۰۰۰,۱۳۹۵,سفید,۳۵۰٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۱۲ ماه
808,AZIuZULk,۱۰۰٬۰۰۰,۱۳۹۷,سفید صدفی,۳۷۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۱۲ ماه
809,AZIuiKLG,۲۰۸٬۰۰۰,۱۳۸۳,مشکی,۱۹۷٬۰۰۰٬۰۰۰ تومان,سالم,صافکاری بی‌رنگ,سالم و پلمپ,
810,AZIuig3M,۳۲٬۰۰۰,۱۳۹۹,نوک‌مدادی,۴۵۶٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۷ ماه
811,AZIunah0,۴۰۰٬۰۰۰,۱۳۸۶,سفید,۲۴۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۱۲ ماه
812,AZIyDH5n,۱۲۹٬۰۰۰,۱۳۹۴,سفید,۳۳۵٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۳ ماه
813,AZIyTo5z,۴٬۰۰۰,۱۳۹۸,مشکی,۴۲۲٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,,۷ ماه
814,AZIymftT,۳۰٬۰۰۰,۱۳۹۹,سفید,۴۷۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۴ ماه
815,AZIyof-X,۹۰٬۰۰۰,۱۳۹۷,سفید,۳۸۵٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۶ ماه
816,AZJ-GD72,۱۶۶٬۰۰۰,۱۳۹۶,آبی,۳۶۵٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی,سالم و پلمپ,۶ ماه
817,AZJ-aj-F,۳۵۵٬۰۰۰,۱۳۸۵,خاکستری,۳۳۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۶ ماه
818,AZJ-mw-O,۳۸۰٬۰۰۰,۱۳۸۵,سفید,۲۵۰٬۰۰۰٬۰۰۰ تومان,سالم,دوررنگ,سالم و پلمپ,۲ ماه
819,AZJ-ql06,۱۴۰٬۰۰۰,۱۳۹۱,سفید صدفی,۳۱۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۱۰ ماه
820,AZJ-vpLA,۲۲۲٬۰۰۰,۱۳۸۲,سفید,۱۹۰٬۰۰۰٬۰۰۰ تومان,سالم,تمام‌رنگ,سالم و پلمپ,۸ ماه
821,AZJ2prlh,۱۸۹٬۰۰۰,۱۳۸۹,خاکستری,۲۶۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۶ ماه
822,AZJ67a0F,۰,۱۴۰۱,مشکی,۵۶۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,
823,AZJ68LEs,۱۰۴٬۰۰۰,۱۳۹۶,سفید,۳۷۸٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۱۰ ماه
824,AZJ6FOjH,۱۶۴٬۰۰۰,۱۳۹۴,خاکستری,۳۵۰٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۱۲ ماه
825,AZJ6YAQ-,۲۱۲٬۰۰۰,۱۳۹۰,سفید,۲۵۵٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی,سالم و پلمپ,۱۰ ماه
826,AZJC8lYi,۱۷۰٬۰۰۰,۱۳۹۴,سفید,۳۲۰٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی,سالم و پلمپ,۶ ماه
827,AZJC_Nrx,۳۲۵٬۰۰۰,۱۳۸۹,سفید,۲۷۰٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۶ ماه
828,AZJG83Qo,۳٬۷۸۴,۱۳۸۶,خاکستری,۲۲۰٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی,,۱۲ ماه
829,AZJG9FAq,۴۸۰٬۰۰۰,۱۳۸۲,نقره‌ای,۱۸۵٬۰۰۰٬۰۰۰ تومان,سالم,دوررنگ,سالم و پلمپ,۹ ماه
830,AZJGYht8,۶۳٬۰۰۰,۱۳۹۸,سفید,۱۱٬۱۱۱٬۱۱۱٬۱۱۱ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۶ ماه
831,AZJGnKY0,۳۳٬۰۰۰,۱۴۰۰,سفید صدفی,۴۸۵٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۹ ماه
832,AZJGt9dg,۱۳۶٬۰۰۰,۱۳۹۶,خاکستری,۳۶۵٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی، در ۲ ناحیه,سالم و پلمپ,۸ ماه
833,AZJK80iB,۲۳۰٬۰۰۰,۱۳۸۶,نقره‌ای,۲۴۰٬۰۰۰٬۰۰۰ تومان,سالم,دوررنگ,سالم و پلمپ,۷ ماه
834,AZJKI2DX,۲۱۹٬۰۰۰,۱۳۸۸,سفید,۲۶۵٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۹ ماه
835,AZJKNswk,۱۶۷٬۰۰۰,۱۳۹۰,سفید,۳۵۰٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی,سالم و پلمپ,۱۲ ماه
836,AZJKaQqB,۳۲۰٬۰۰۰,۱۳۸۹,نوک‌مدادی,۱۱۱٬۱۱۱٬۱۱۱ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۱۱ ماه
837,AZJKbNUE,۸۵٬۰۰۰,۱۳۹۶,سفید,۳۸۵٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۹ ماه
838,AZJKfBsX,۲۷۰٬۰۰۰,۱۳۸۸,دلفینی,۲۶۰٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی,سالم و پلمپ,۴ ماه
839,AZJOPJHX,۴۷۰٬۰۰۰,۱۳۸۴,نقره‌ای,۲۱۰٬۰۰۰٬۰۰۰ تومان,سالم,دوررنگ,سالم و پلمپ,۶ ماه
840,AZJOiRIV,۳۲۰٬۰۰۰,۱۳۸۴,نقره‌ای,۲۱۵٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی,سالم و پلمپ,۸ ماه
841,AZJOoLQ9,۱۰۸٬۰۰۰,۱۳۸۴,یشمی,۱۸۰٬۰۰۰٬۰۰۰ تومان,سالم,دوررنگ,سالم و پلمپ,۱۲ ماه
842,AZJOpPeK,۲۰۰٬۰۰۰,۱۳۸۳,نقره‌ای,۲۲۰٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۹ ماه
843,AZJOpU_r,۳۰۰٬۰۰۰,۱۳۸۴,نقره‌ای,۱۸۵٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۱ ماه
844,AZJS3RJ6,۱۷۹٬۰۰۰,۱۳۹۶,سفید,۳۱۵٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی,سالم و پلمپ,۹ ماه
845,AZJS8-oi,۷۱٬۰۰۰,۱۳۹۷,سفید,۳۷۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۴ ماه
846,AZJSWt-E,۳۳۰٬۰۰۰,۱۳۸۲,یشمی,۱۷۴٬۰۰۰٬۰۰۰ تومان,سالم,دوررنگ,سالم و پلمپ,۵ ماه
847,AZJSe3wR,۲۸۰٬۰۰۰,۱۳۸۹,خاکستری,۲۷۲٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۳ ماه
848,AZJSlztx,۱۰۷٬۰۰۰,۱۳۹۷,سفید,۳۷۸٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۶ ماه
849,AZJWACbV,۲۴۰٬۰۰۰,۱۳۸۹,نوک‌مدادی,۲۸۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۱۰ ماه
850,AZJWbLU0,۲۳۰٬۰۰۰,۱۳۸۳,نقره‌ای,۲۲۰٬۰۰۰٬۰۰۰ تومان,سالم,دوررنگ,سالم و پلمپ,۶ ماه
851,AZJasI56,۱۱۱٬۱۱۱,۱۳۸۳,نقره‌ای,۲۳۰٬۰۰۰٬۰۰۰ تومان,,رنگ‌شدگی,سالم و پلمپ,۱۰ ماه
852,AZJeONKi,۳۳۰٬۰۰۰,۱۳۸۳,نقره‌ای,۲۰۵٬۰۰۰٬۰۰۰ تومان,سالم,دوررنگ,سالم و پلمپ,۱۱ ماه
853,AZJeYgKm,۱۶٬۰۰۰,۱۳۹۹,سفید,۴۴۴٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۱۱ ماه
854,AZJelF1c,۶۰٬۰۰۰,۱۳۹۶,آبی,۴۱۵٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۱ ماه
855,AZJi4PGQ,۳۰٬۰۰۰,۱۳۹۹,سفید,۴۶۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۸ ماه
856,AZJiJcAF,۱۰۰٬۰۰۰,۱۳۹۷,نوک‌مدادی,۳۸۵٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۶ ماه
857,AZJiNfjD,۱۶۲٬۰۰۰,۱۳۹۰,سفید,۲۸۵٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی,سالم و پلمپ,۸ ماه
858,AZJiWUdM,۳۵٬۰۰۰,۱۳۹۹,سفید,۴۱۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۳ ماه
859,AZJieowu,۲۱۵٬۰۰۰,۱۳۸۷,خاکستری,۲۹۰٬۰۰۰٬۰۰۰ تومان,,خط و خش جزیی,سالم و پلمپ,۱۱ ماه
860,AZJiniiO,۷۰٬۰۰۰,۱۳۹۷,خاکستری,۳۹۰٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۱۱ ماه
861,AZJm3kRN,۷۰٬۰۰۰,۱۳۹۹,سفید صدفی,۴۲۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,,
